gene	KOG_class
LOC101856735	Intracellular trafficking, secretion, and vesicular transport 
LOC101856964	Intracellular trafficking, secretion, and vesicular transport 
LOC101857186	Intracellular trafficking, secretion, and vesicular transport 
LOC101857407	Intracellular trafficking, secretion, and vesicular transport 
LOC101858628	NA
LOC101859015	Posttranslational modification, protein turnover, chaperones 
LOC101859409	Signal transduction mechanisms 
LOC101859639	Posttranslational modification, protein turnover, chaperones 
LOC101860099	Nucleotide transport and metabolism 
LOC101860331	Chromatin structure and dynamics 
LOC101860331	Cell cycle control, cell division, chromosome partitioning 
LOC101861043	Carbohydrate transport and metabolism 
LOC101861282	NA
LOC101862414	Lipid transport and metabolism 
LOC101863585	Intracellular trafficking, secretion, and vesicular transport 
LOC101864299	Intracellular trafficking, secretion, and vesicular transport 
LOC101844996	NA
LOC101845239	Intracellular trafficking, secretion, and vesicular transport 
LOC101845466	Replication, recombination and repair 
LOC101847494	NA
LOC101847875	Inorganic ion transport and metabolism 
LOC101848290	Posttranslational modification, protein turnover, chaperones 
LOC101848520	NA
LOC101849695	Signal transduction mechanisms 
LOC101849928	Defense mechanisms 
LOC101849928	Signal transduction mechanisms 
LOC101850171	NA
LOC101851500	NA
LOC101854019	Defense mechanisms 
LOC101854019	Signal transduction mechanisms 
LOC101855101	NA
LOC101855871	NA
LOC101856099	Cell cycle control, cell division, chromosome partitioning 
LOC101856344	NA
LOC101856736	Transcription 
LOC101857408	Defense mechanisms 
LOC101857800	Coenzyme transport and metabolism 
LOC101858030	Translation, ribosomal structure and biogenesis 
LOC101858271	Carbohydrate transport and metabolism 
LOC101858271	Amino acid transport and metabolism 
LOC101858493	NA
LOC101859016	Translation, ribosomal structure and biogenesis 
LOC101859640	Posttranslational modification, protein turnover, chaperones 
LOC101859858	Energy production and conversion 
LOC101862186	NA
LOC101862650	NA
LOC101863023	Lipid transport and metabolism 
LOC101863586	Signal transduction mechanisms 
LOC101863983	Signal transduction mechanisms 
LOC101864225	Posttranslational modification, protein turnover, chaperones 
LOC101864622	NA
LOC101845097	NA
LOC101846353	NA
LOC101846885	Transcription 
LOC101847587	Signal transduction mechanisms 
LOC101847587	Defense mechanisms 
LOC101848291	NA
LOC101850417	NA
LOC101853001	NA
LOC101853237	Translation, ribosomal structure and biogenesis 
LOC101853462	Amino acid transport and metabolism 
LOC101853698	Signal transduction mechanisms 
LOC101853939	RNA processing and modification 
LOC101854171	NA
LOC101855562	Signal transduction mechanisms 
LOC101855791	Carbohydrate transport and metabolism 
LOC101856805	NA
LOC101857718	NA
LOC101858182	Intracellular trafficking, secretion, and vesicular transport 
LOC101858629	Translation, ribosomal structure and biogenesis 
LOC101858629	Amino acid transport and metabolism 
LOC101858859	Posttranslational modification, protein turnover, chaperones 
LOC101859101	Posttranslational modification, protein turnover, chaperones 
LOC101859331	Transcription 
LOC101859707	NA
LOC101860496	
LOC101860738	Signal transduction mechanisms 
LOC101861284	Translation, ribosomal structure and biogenesis 
LOC101861508	NA
LOC101861731	NA
LOC101862187	RNA processing and modification 
LOC101862416	
LOC101862799	RNA processing and modification 
LOC101863024	Translation, ribosomal structure and biogenesis 
LOC101863268	Transcription 
LOC101863673	NA
LOC101845622	NA
LOC101846504	Translation, ribosomal structure and biogenesis 
LOC101847344	Signal transduction mechanisms 
LOC101848522	NA
LOC101848752	Chromatin structure and dynamics 
LOC101849131	Posttranslational modification, protein turnover, chaperones 
LOC101849376	Carbohydrate transport and metabolism 
LOC101849766	Defense mechanisms 
LOC101851042	RNA processing and modification 
LOC101851950	NA
LOC101854499	NA
LOC101854866	Cell wall/membrane/envelope biogenesis 
LOC101856897	NA
LOC101857117	NA
LOC101857486	Posttranslational modification, protein turnover, chaperones 
LOC101859102	NA
LOC101861208	Lipid transport and metabolism 
LOC101861439	NA
LOC101862272	Secondary metabolites biosynthesis, transport and catabolism 
LOC101862504	Transcription 
LOC101863269	Inorganic ion transport and metabolism 
LOC101863513	Posttranslational modification, protein turnover, chaperones 
LOC101863745	Translation, ribosomal structure and biogenesis 
LOC101863984	Carbohydrate transport and metabolism 
LOC101864226	NA
LOC101845241	NA
LOC101845469	Intracellular trafficking, secretion, and vesicular transport 
LOC101845693	NA
LOC101847656	Cell cycle control, cell division, chromosome partitioning 
LOC101850003	NA
LOC101850246	NA
LOC101850478	NA
LOC101850720	NA
LOC101851410	Translation, ribosomal structure and biogenesis 
LOC101851642	Carbohydrate transport and metabolism 
LOC101852476	NA
LOC101854257	Signal transduction mechanisms 
LOC101854500	Intracellular trafficking, secretion, and vesicular transport 
LOC101854720	Signal transduction mechanisms 
LOC101855872	NA
LOC101859017	NA
LOC101859244	NA
LOC101860740	NA
LOC101860976	Lipid transport and metabolism 
LOC101863026	NA
LOC101863270	Secondary metabolites biosynthesis, transport and catabolism 
LOC101863514	Amino acid transport and metabolism 
LOC101845098	Carbohydrate transport and metabolism 
LOC101845329	Translation, ribosomal structure and biogenesis 
LOC101845549	Intracellular trafficking, secretion, and vesicular transport 
LOC101845925	Intracellular trafficking, secretion, and vesicular transport 
LOC101846426	Translation, ribosomal structure and biogenesis 
LOC101846815	Transcription 
LOC101847657	RNA processing and modification 
LOC101848205	Replication, recombination and repair 
LOC101848590	Inorganic ion transport and metabolism 
LOC101848820	NA
LOC101850174	NA
LOC101852023	Nucleotide transport and metabolism 
LOC101852246	NA
LOC101853165	Transcription 
LOC101853389	Signal transduction mechanisms 
LOC101853389	Lipid transport and metabolism 
LOC101853621	Transcription 
LOC101853855	NA
LOC101854086	Lipid transport and metabolism 
LOC101854501	Translation, ribosomal structure and biogenesis 
LOC101854867	Translation, ribosomal structure and biogenesis 
LOC101855259	Cell motility 
LOC101855494	Carbohydrate transport and metabolism 
LOC101855727	Nuclear structure 
LOC101855727	Intracellular trafficking, secretion, and vesicular transport 
LOC101856182	Posttranslational modification, protein turnover, chaperones 
LOC101856661	Transcription 
LOC101856898	Transcription 
LOC101857118	NA
LOC101857801	Energy production and conversion 
LOC101858712	Replication, recombination and repair 
LOC101858941	Intracellular trafficking, secretion, and vesicular transport 
LOC101861045	Carbohydrate transport and metabolism 
LOC101861045	Amino acid transport and metabolism 
LOC101861285	NA
LOC101861662	Posttranslational modification, protein turnover, chaperones 
LOC101861892	Cytoskeleton 
LOC101862417	NA
LOC101862651	NA
LOC101863674	Translation, ribosomal structure and biogenesis 
LOC101863901	Replication, recombination and repair 
LOC101864146	Lipid transport and metabolism 
LOC101864146	Cell wall/membrane/envelope biogenesis 
LOC101864392	Translation, ribosomal structure and biogenesis 
LOC101844999	Transcription 
LOC101846139	Lipid transport and metabolism 
LOC101846355	NA
LOC101846583	Translation, ribosomal structure and biogenesis 
LOC101847039	
LOC101849846	Translation, ribosomal structure and biogenesis 
LOC101850247	Carbohydrate transport and metabolism 
LOC101851736	NA
LOC101852629	Carbohydrate transport and metabolism 
LOC101853090	NA
LOC101853320	Posttranslational modification, protein turnover, chaperones 
LOC101854502	Inorganic ion transport and metabolism 
LOC101855103	Coenzyme transport and metabolism 
LOC101855646	Posttranslational modification, protein turnover, chaperones 
LOC101855873	NA
LOC101856101	Translation, ribosomal structure and biogenesis 
LOC101857025	Signal transduction mechanisms 
LOC101857254	Carbohydrate transport and metabolism 
LOC101857254	Amino acid transport and metabolism 
LOC101862036	Inorganic ion transport and metabolism 
LOC101862584	Lipid transport and metabolism 
LOC101862801	Cytoskeleton 
LOC101863271	NA
LOC101864300	Carbohydrate transport and metabolism 
LOC101864525	Lipid transport and metabolism 
LOC101864525	Amino acid transport and metabolism 
LOC101845000	Coenzyme transport and metabolism 
LOC101847040	Coenzyme transport and metabolism 
LOC101848436	NA
LOC101848971	NA
LOC101850004	NA
LOC101850248	Secondary metabolites biosynthesis, transport and catabolism 
LOC101850479	Energy production and conversion 
LOC101850721	Posttranslational modification, protein turnover, chaperones 
LOC101851411	Posttranslational modification, protein turnover, chaperones 
LOC101852247	Posttranslational modification, protein turnover, chaperones 
LOC101852478	Energy production and conversion 
LOC101854087	Secondary metabolites biosynthesis, transport and catabolism 
LOC101854503	Posttranslational modification, protein turnover, chaperones 
LOC101857487	NA
LOC101857721	NA
LOC101857951	Cytoskeleton 
LOC101858185	RNA processing and modification 
LOC101858555	Posttranslational modification, protein turnover, chaperones 
LOC101858783	NA
LOC101859245	Cell wall/membrane/envelope biogenesis 
LOC101859642	RNA processing and modification 
LOC101860818	Energy production and conversion 
LOC101861365	Intracellular trafficking, secretion, and vesicular transport 
LOC101861732	Intracellular trafficking, secretion, and vesicular transport 
LOC101862274	Intracellular trafficking, secretion, and vesicular transport 
LOC101862652	Posttranslational modification, protein turnover, chaperones 
LOC101863028	Inorganic ion transport and metabolism 
LOC101863028	Nucleotide transport and metabolism 
LOC101863747	Transcription 
LOC101863986	NA
LOC101864228	Intracellular trafficking, secretion, and vesicular transport 
LOC101864463	NA
LOC101845471	NA
LOC101846073	Signal transduction mechanisms 
LOC101846427	Chromatin structure and dynamics 
LOC101846427	Signal transduction mechanisms 
LOC101846654	Defense mechanisms 
LOC101847041	Transcription 
LOC101848523	Intracellular trafficking, secretion, and vesicular transport 
LOC101848753	Transcription 
LOC101848753	Chromatin structure and dynamics 
LOC101849133	Posttranslational modification, protein turnover, chaperones 
LOC101849698	Translation, ribosomal structure and biogenesis 
LOC101849931	NA
LOC101850806	Signal transduction mechanisms 
LOC101851043	Intracellular trafficking, secretion, and vesicular transport 
LOC101852180	
LOC101852412	NA
LOC101852855	Replication, recombination and repair 
LOC101853091	Signal transduction mechanisms 
LOC101853321	Lipid transport and metabolism 
LOC101853558	Cytoskeleton 
LOC101854022	Posttranslational modification, protein turnover, chaperones 
LOC101854504	Transcription 
LOC101855191	Posttranslational modification, protein turnover, chaperones 
LOC101855564	RNA processing and modification 
LOC101855793	Translation, ribosomal structure and biogenesis 
LOC101856183	Posttranslational modification, protein turnover, chaperones 
LOC101856577	Posttranslational modification, protein turnover, chaperones 
LOC101857026	Signal transduction mechanisms 
LOC101857488	Posttranslational modification, protein turnover, chaperones 
LOC101858862	Amino acid transport and metabolism 
LOC101859246	Intracellular trafficking, secretion, and vesicular transport 
LOC101860172	Secondary metabolites biosynthesis, transport and catabolism 
LOC101860414	Posttranslational modification, protein turnover, chaperones 
LOC101860656	Carbohydrate transport and metabolism 
LOC101860897	Secondary metabolites biosynthesis, transport and catabolism 
LOC101860897	Lipid transport and metabolism 
LOC101861815	Cell wall/membrane/envelope biogenesis 
LOC101862037	Signal transduction mechanisms 
LOC101863439	NA
LOC101845099	Translation, ribosomal structure and biogenesis 
LOC101845330	Replication, recombination and repair 
LOC101845697	Posttranslational modification, protein turnover, chaperones 
LOC101845929	
LOC101850652	NA
LOC101850892	Posttranslational modification, protein turnover, chaperones 
LOC101851581	Signal transduction mechanisms 
LOC101852323	Posttranslational modification, protein turnover, chaperones 
LOC101852323	Signal transduction mechanisms 
LOC101852546	Posttranslational modification, protein turnover, chaperones 
LOC101852769	Nucleotide transport and metabolism 
LOC101853463	Replication, recombination and repair 
LOC101854330	Signal transduction mechanisms 
LOC101854869	Carbohydrate transport and metabolism 
LOC101857802	Intracellular trafficking, secretion, and vesicular transport 
